customer_id,is_existing_customer,relationship_years,monthly_income,employment_type,years_in_job,existing_emi,monthly_expenses,credit_score,previous_default,number_of_past_loans,late_payments_count,loan_amount,loan_tenure_months,loan_type,dti_ratio,loan_status,loan_result
C5092,0,9,77814,Salaried,3,10714,78211,759,0,3,8,1352117,12,Auto,1.5857097266130349,0,Can Pay
C5093,1,12,51025,Self-employed,13,4312,49312,741,1,2,0,1811061,36,Auto,1.0704409603135718,1,Can't Pay
C5094,0,0,136246,Salaried,10,41155,45769,527,1,1,5,380574,36,Home,0.379655182537469,1,Can't Pay
C5095,0,3,92605,Business,13,20845,14575,421,0,0,0,1969623,120,Personal,0.4023381566870039,0,Can Pay
C5096,0,11,147053,Self-employed,12,19150,40074,656,0,4,7,1463120,48,Personal,0.337508698677801,0,Can Pay
C5097,0,12,58436,Salaried,3,35215,15664,567,0,5,2,175242,36,Auto,0.6859270540990714,1,Can't Pay
C5098,0,12,164544,Self-employed,1,22028,18299,784,0,2,3,2394181,180,Personal,0.2147085615735338,0,Can Pay
C5099,0,10,165408,Salaried,1,31309,33032,303,0,4,5,2639935,12,Personal,1.5192952174824272,1,Can't Pay
C5100,1,12,171659,Business,10,37077,46397,777,0,2,3,2481629,48,Personal,0.5171741893327274,0,Can Pay
C5101,0,3,92192,Salaried,4,43348,70991,420,0,1,7,1284436,12,Home,1.6312080585444866,1,Can't Pay
C5102,1,9,199085,Self-employed,8,41078,60919,785,0,2,8,1836703,24,Home,0.590739089668567,0,Can Pay
C5103,0,8,135591,Salaried,19,36264,63447,518,0,2,4,2428041,24,Auto,1.013580363003444,1,Can't Pay
C5104,0,14,99511,Self-employed,16,34484,70498,577,0,0,0,2753857,12,Auto,2.6526924996566548,1,Can't Pay
C5105,1,2,24665,Business,11,27459,49572,556,1,2,7,1458326,180,Home,1.4417519201747866,1,Can't Pay
C5106,1,14,173169,Business,17,21321,75274,603,1,3,1,84936,180,Home,0.1258473899292983,0,Can Pay
C5107,0,1,106277,Salaried,2,48500,21775,342,0,2,5,1989920,60,Personal,0.7684196329716998,1,Can't Pay
C5108,1,8,67474,Salaried,4,34440,40389,829,0,2,5,843565,60,Personal,0.7187867425477468,0,Can Pay
C5109,1,8,171257,Salaried,19,42162,11176,449,0,1,6,2766848,60,Auto,0.5154600006617734,1,Can't Pay
C5110,1,0,90911,Salaried,13,1455,53263,309,0,2,8,796993,12,Home,0.7465662387756523,1,Can't Pay
C5111,1,5,107643,Salaried,15,14031,14112,511,1,0,0,1127408,36,Personal,0.4212804259346998,1,Can't Pay
C5112,0,9,45484,Salaried,18,46000,32033,559,0,1,9,1999006,48,Personal,1.9269624116905584,1,Can't Pay
C5113,0,7,116165,Salaried,8,22929,24984,681,0,4,7,2336641,36,Home,0.7561287345107772,0,Can Pay
C5114,1,2,191682,Salaried,16,32137,36742,688,0,3,4,906810,120,Personal,0.2070812595861896,0,Can Pay
C5115,0,10,196879,Salaried,6,49108,75044,635,0,3,5,1534888,12,Personal,0.8991072350699328,0,Can Pay
C5116,1,8,196979,Salaried,9,39794,44210,304,0,4,7,819599,120,Auto,0.2366952399325139,0,Can Pay
C5117,0,1,40835,Salaried,3,29237,61806,382,1,2,7,2076192,180,Personal,0.9984425125505082,1,Can't Pay
C5118,0,5,111453,Self-employed,9,48206,64132,305,0,0,6,1665072,120,Home,0.557020448081254,1,Can't Pay
C5119,1,0,68790,Salaried,2,36746,76752,451,0,0,6,2084049,36,Home,1.3757268498328246,1,Can't Pay
C5120,0,12,24643,Salaried,8,2471,29269,480,1,0,0,1582557,180,Auto,0.4570459494920803,1,Can't Pay
C5121,1,6,90846,Salaried,12,41077,70796,466,0,0,7,2038491,120,Auto,0.6391522466591815,1,Can't Pay
C5122,1,2,165023,Salaried,0,367,11833,769,1,2,2,1524994,24,Auto,0.387269754317075,1,Can't Pay
C5123,1,6,161305,Self-employed,14,13417,14527,377,0,4,4,2623559,48,Personal,0.4220233667069629,0,Can Pay
C5124,1,3,28200,Salaried,14,3374,10944,711,1,4,3,2176891,12,Auto,6.552538416075651,1,Can't Pay
C5125,1,8,67275,Salaried,10,6773,27518,680,0,3,9,1332534,48,Personal,0.5133277591973244,0,Can Pay
C5126,1,4,104001,Business,9,14205,38102,612,1,4,2,1747244,180,Personal,0.2299200114528813,0,Can Pay
C5127,1,2,167363,Business,6,36580,12669,694,0,0,9,415637,60,Personal,0.2599575971590694,0,Can Pay
C5128,0,14,57448,Salaried,0,22369,30379,842,0,2,4,1537390,60,Auto,0.8354018706772502,1,Can't Pay
C5129,0,7,176652,Salaried,6,18581,28712,303,0,1,2,1328756,180,Personal,0.1469724530589961,0,Can Pay
C5130,0,5,106685,Salaried,4,47119,24191,408,0,1,8,2812696,24,Personal,1.5401852806548877,1,Can't Pay
C5131,0,1,167418,Salaried,15,33668,18259,392,0,0,8,1909257,12,Personal,1.1514457824128828,1,Can't Pay
C5132,1,2,25619,Salaried,7,16576,42958,398,1,5,5,792058,60,Personal,1.1623001157994717,1,Can't Pay
C5133,1,7,120454,Self-employed,1,2770,30516,491,0,3,2,905148,48,Home,0.1795477941786906,1,Can't Pay
C5134,1,14,16766,Salaried,7,44308,40931,632,0,1,4,687536,180,Personal,2.8705501875488757,0,Can Pay
C5135,0,9,18549,Business,13,37948,79630,511,0,5,7,277877,48,Home,2.357922484590364,1,Can't Pay
C5136,1,6,164765,Salaried,3,48076,16624,506,0,0,8,2968663,24,Home,1.0425168674576923,1,Can't Pay
C5137,0,9,122938,Salaried,14,39447,28872,655,0,2,2,553952,120,Home,0.3584186066689442,0,Can Pay
C5138,1,5,142673,Self-employed,6,3606,37791,552,1,1,4,648544,60,Auto,0.1010357016861401,1,Can't Pay
C5139,1,13,63328,Salaried,19,14678,9652,495,0,0,1,113581,36,Personal,0.2815978363090225,0,Can Pay
C5140,0,0,40301,Salaried,7,33025,40516,561,0,1,1,855201,60,Personal,1.173130939678916,1,Can't Pay
C5141,0,8,59763,Salaried,10,14388,13095,621,0,2,1,1436036,24,Home,1.2419529363206891,0,Can Pay
C5142,0,2,166837,Salaried,1,17034,73893,719,0,4,5,499510,60,Auto,0.151999656351209,0,Can Pay
C5143,1,13,59787,Salaried,8,43278,13095,797,0,4,2,2994910,180,Home,1.0021641642646208,0,Can Pay
C5144,1,4,135675,Salaried,5,30920,60124,631,0,2,9,2230716,12,Auto,1.598032061912659,0,Can Pay
C5145,1,6,22425,Salaried,0,35193,33242,595,0,2,4,2312584,24,Personal,5.866250464511335,1,Can't Pay
C5146,0,14,27857,Salaried,2,15011,31333,535,0,4,7,1946083,180,Personal,0.9269688847407196,1,Can't Pay
C5147,0,6,198843,Business,9,32347,18169,306,1,2,4,2850700,180,Personal,0.2423229493732352,1,Can't Pay
C5148,1,2,107999,Salaried,4,31254,64222,833,0,2,1,2388328,180,Personal,0.4122490846108657,0,Can Pay
C5149,1,14,168516,Salaried,11,33165,23916,371,0,2,5,383338,36,Personal,0.2599947647569238,0,Can Pay
C5150,0,3,56457,Business,0,11106,43105,799,0,4,1,628990,48,Personal,0.4288211972533669,0,Can Pay
C5151,0,9,146776,Self-employed,8,21786,74309,438,0,4,7,491883,180,Personal,0.1670483139841209,0,Can Pay
C5152,1,6,20452,Salaried,12,16944,53194,685,0,5,1,2461141,60,Auto,2.834100169502576,0,Can Pay
C5153,0,7,126153,Salaried,18,8381,64422,841,0,1,6,1908344,180,Personal,0.1504753046785341,0,Can Pay
C5154,0,1,53862,Self-employed,6,41164,60617,623,1,4,3,1968266,120,Personal,1.0687723565160347,1,Can't Pay
C5155,0,8,33300,Salaried,15,11207,26045,372,1,1,3,932509,48,Auto,0.919948073073073,1,Can't Pay
C5156,1,6,155638,Self-employed,7,28715,72593,688,0,4,7,1972236,180,Home,0.2548983324552273,0,Can Pay
C5157,1,12,153573,Business,18,3371,22061,537,0,3,3,1896223,24,Home,0.5364243172085371,1,Can't Pay
C5158,1,7,16845,Salaried,6,31359,40742,621,0,1,7,77396,48,Auto,1.957341446522212,0,Can Pay
C5159,1,5,134342,Salaried,3,35809,29860,640,1,2,8,693850,120,Home,0.309591068566296,0,Can Pay
C5160,1,5,54181,Self-employed,9,6844,59800,604,0,3,7,414373,120,Personal,0.1900501713392763,0,Can Pay
C5161,0,8,49404,Salaried,0,42665,44212,307,0,5,3,1788791,120,Personal,1.1653224772623,1,Can't Pay
C5162,1,3,37564,Salaried,16,21782,23224,506,0,4,4,685355,120,Home,0.731905326021368,1,Can't Pay
C5163,0,10,112898,Salaried,12,49864,72414,710,0,4,5,1081493,12,Auto,1.239954796955364,0,Can Pay
C5164,1,10,33227,Self-employed,18,36224,33538,557,0,5,8,124406,120,Personal,1.1213987620509425,1,Can't Pay
C5165,0,4,110259,Salaried,12,10876,20037,345,0,3,4,2258581,24,Personal,0.952153943593418,1,Can't Pay
C5166,0,8,139451,Business,8,23331,16690,425,0,0,1,1843645,24,Personal,0.7181701218827163,1,Can't Pay
C5167,0,0,193547,Self-employed,4,37174,15323,320,0,2,6,1226083,60,Home,0.2976471692491574,0,Can Pay
C5168,0,3,32215,Salaried,0,45933,8314,469,0,1,5,2614325,180,Personal,1.876673219859624,1,Can't Pay
C5169,0,6,145577,Self-employed,1,44559,51185,843,0,3,2,2474195,24,Auto,1.014243035186419,1,Can't Pay
C5170,0,10,86074,Salaried,10,13144,39146,715,1,1,7,1003100,12,Auto,1.1238662855992132,1,Can't Pay
C5171,1,14,167771,Self-employed,3,7649,19356,754,0,4,2,2130048,60,Home,0.2571946283922728,0,Can Pay
C5172,0,8,123621,Salaried,8,36645,10340,505,0,0,9,2255771,12,Auto,1.8170530627212744,1,Can't Pay
C5173,1,14,158526,Salaried,4,38419,49852,632,0,5,3,2739288,36,Personal,0.7223441790831368,0,Can Pay
C5174,1,13,194289,Self-employed,4,12818,67550,320,1,0,8,1613251,60,Auto,0.2043631737600516,1,Can't Pay
C5175,1,12,121759,Salaried,7,36880,47675,364,0,1,3,620335,24,Home,0.5151758117811962,1,Can't Pay
C5176,1,10,143471,Self-employed,1,31773,5392,387,1,5,1,1595738,24,Personal,0.6848916041104706,1,Can't Pay
C5177,1,11,36711,Self-employed,6,37333,76007,778,0,4,8,2695922,24,Personal,4.076791243314901,0,Can Pay
C5178,0,12,161131,Salaried,16,25130,55421,342,0,5,9,2058432,36,Personal,0.5108183196695029,1,Can't Pay
C5179,0,9,63398,Salaried,10,26716,13137,440,1,5,7,889319,12,Home,1.590364312228567,1,Can't Pay
C5180,0,5,16286,Business,14,37745,18997,673,0,0,3,2892309,24,Auto,9.717418334766055,0,Can Pay
C5181,1,11,180369,Salaried,2,31297,35278,815,0,2,5,2159521,120,Home,0.2732898022017826,0,Can Pay
C5182,1,7,123304,Self-employed,12,19062,15397,799,0,4,5,1100236,48,Home,0.3404884134604987,0,Can Pay
C5183,0,12,119959,Self-employed,17,29492,36530,578,0,3,1,1524789,120,Personal,0.3517749814519961,0,Can Pay
C5184,0,8,172557,Business,19,41543,53364,625,0,3,8,1060309,180,Home,0.2748865914193893,0,Can Pay
C5185,1,9,74967,Self-employed,19,21325,9794,717,0,3,5,1688680,24,Home,1.2230270207780314,0,Can Pay
C5186,0,3,112803,Salaried,2,10188,76899,607,0,2,4,603489,60,Personal,0.1794823719227325,0,Can Pay
C5187,1,0,144745,Business,1,841,13079,606,0,4,1,150759,60,Auto,0.0231693668175066,0,Can Pay
C5188,1,13,69583,Self-employed,4,10567,72041,769,0,5,9,1409861,48,Home,0.573977899295326,0,Can Pay
C5189,1,7,139077,Self-employed,19,36806,14448,483,1,1,0,1505806,180,Home,0.3247955369247891,1,Can't Pay
C5190,1,1,197702,Salaried,4,34572,64606,590,0,1,6,2064158,180,Home,0.2328734380251309,0,Can Pay
C5191,1,10,126359,Salaried,12,8921,45177,548,1,4,3,2470958,36,Auto,0.6137965813453906,1,Can't Pay
C5192,0,0,42086,Self-employed,7,4349,37977,623,0,2,6,820816,60,Personal,0.4283910722488872,0,Can Pay
C5193,1,12,162556,Salaried,15,9655,25177,742,0,4,4,790366,36,Home,0.1944536720337059,0,Can Pay
C5194,1,6,119132,Salaried,17,47674,58673,358,0,1,0,179717,36,Personal,0.4420822187899883,0,Can Pay
C5195,0,11,74263,Salaried,15,14879,24431,568,0,4,4,1607025,48,Personal,0.6511814429796803,1,Can't Pay
C5196,0,9,164747,Salaried,0,4946,72655,617,0,3,3,1798147,60,Personal,0.2119317296622498,0,Can Pay
C5197,0,8,135155,Salaried,7,43127,5177,393,0,5,0,545766,120,Personal,0.3527435167030446,0,Can Pay
C5198,0,10,75664,Salaried,1,23502,15226,553,0,4,9,1489639,180,Auto,0.4199853592490778,1,Can't Pay
C5199,1,14,170752,Salaried,4,29493,17231,759,0,5,1,688061,24,Personal,0.3406238775143678,0,Can Pay
C5200,1,11,163149,Self-employed,14,6657,54426,814,0,0,8,2243311,120,Home,0.1553871512135124,0,Can Pay
C5201,0,11,135474,Salaried,13,48757,57147,832,0,4,0,2275458,120,Auto,0.499868240400372,0,Can Pay
C5202,0,8,184246,Salaried,2,13266,19082,403,0,1,9,2857597,120,Home,0.2012489190176901,0,Can Pay
C5203,1,2,91968,Salaried,6,6240,78311,701,0,1,3,311984,180,Personal,0.0866958555632877,0,Can Pay
C5204,0,5,149563,Salaried,3,21350,21175,632,0,5,7,2727353,36,Personal,0.6492903027858198,0,Can Pay
C5205,0,6,192198,Self-employed,10,42353,19133,392,1,1,4,1917789,36,Personal,0.4975333596950366,1,Can't Pay
C5206,1,13,149464,Self-employed,11,48544,67877,841,1,3,9,1654880,60,Personal,0.5093222002176666,1,Can't Pay
C5207,1,9,82804,Salaried,14,16640,27427,736,0,1,6,2615497,60,Personal,0.7273998438078676,0,Can Pay
C5208,0,8,53400,Salaried,5,32895,62832,309,0,0,1,2538975,120,Home,1.0122308052434457,1,Can't Pay
C5209,0,14,182623,Business,0,42342,19837,755,0,4,3,1412126,48,Personal,0.3929477210793091,0,Can Pay
C5210,0,1,43088,Salaried,17,29851,15546,714,0,2,3,2420270,12,Personal,5.373657785617032,0,Can Pay
C5211,1,7,171537,Salaried,13,11920,15748,817,1,1,0,1635931,120,Personal,0.1489635375069712,0,Can Pay
C5212,1,13,194227,Salaried,6,14392,72089,674,0,4,7,1917488,120,Home,0.1563689222747953,0,Can Pay
C5213,0,6,102893,Salaried,9,14917,65029,830,0,3,2,776402,180,Auto,0.186896527892514,0,Can Pay
C5214,1,3,20969,Salaried,8,30643,30241,823,0,4,3,313242,180,Auto,1.5443384678970544,0,Can Pay
C5215,1,1,23981,Salaried,1,29227,66445,672,0,1,1,189188,12,Home,1.8761797534158984,1,Can't Pay
C5216,0,7,167104,Salaried,7,23251,7469,738,0,1,9,1904596,180,Home,0.2024612749478701,0,Can Pay
C5217,0,10,69091,Salaried,0,24238,54067,494,0,5,4,2155774,12,Home,2.950975283804451,1,Can't Pay
C5218,1,4,122154,Salaried,19,27723,6474,564,0,1,4,378474,36,Home,0.3130160835229846,0,Can Pay
C5219,0,5,39408,Salaried,1,34973,53554,806,0,0,2,922318,48,Home,1.3750496938015968,1,Can't Pay
C5220,0,13,170313,Salaried,6,28756,36109,725,0,4,7,2060547,180,Home,0.2360564568373132,0,Can Pay
C5221,1,10,62940,Salaried,15,8513,27861,398,0,5,0,2964359,12,Personal,4.06010353776083,1,Can't Pay
C5222,1,6,197177,Salaried,3,43316,38105,329,0,2,1,1244722,120,Auto,0.2722867440590603,0,Can Pay
C5223,1,14,18657,Self-employed,16,30225,62612,590,0,0,0,281887,60,Personal,1.871850601204195,1,Can't Pay
C5224,1,14,36230,Self-employed,3,4379,76500,786,0,2,5,1712799,180,Personal,0.3835095224951697,0,Can Pay
C5225,1,9,164752,Salaried,2,40835,40596,705,0,1,3,1099155,120,Personal,0.3034538275711372,0,Can Pay
C5226,0,0,99731,Salaried,8,11305,77008,327,0,2,9,1783210,180,Home,0.2126893565914532,0,Can Pay
C5227,1,7,188412,Self-employed,14,31722,77100,445,0,2,0,1560158,36,Personal,0.3983807943348736,0,Can Pay
C5228,0,3,182022,Salaried,19,12148,6336,587,0,0,6,121705,36,Personal,0.085312184485636,0,Can Pay
C5229,0,12,153939,Salaried,2,12901,48316,551,0,0,8,798238,120,Home,0.1270177364627114,0,Can Pay
C5230,1,8,19329,Self-employed,11,10888,52917,461,0,4,4,2552665,180,Home,1.296987543184967,1,Can't Pay
C5231,1,0,50865,Business,14,30099,39435,409,0,2,6,780721,60,Home,0.8475575870769029,1,Can't Pay
C5232,0,10,52869,Salaried,19,42476,71748,697,0,0,3,354624,48,Personal,0.9431613989294292,0,Can Pay
C5233,1,1,135185,Salaried,7,44253,7768,570,0,4,3,757993,48,Home,0.4441655570761056,0,Can Pay
C5234,0,13,98984,Business,11,20708,69077,487,0,2,3,950231,12,Home,1.0091925631078424,1,Can't Pay
C5235,0,5,140172,Salaried,12,46885,32634,831,0,2,4,65183,60,Auto,0.3422322812925072,0,Can Pay
C5236,0,10,116069,Business,14,27621,59928,575,0,5,7,64879,24,Home,0.2612609022793913,0,Can Pay
C5237,1,9,104711,Salaried,10,30001,54596,546,0,1,3,307300,48,Personal,0.3476529049797379,0,Can Pay
C5238,1,10,81252,Salaried,16,32571,58533,623,0,0,6,934831,12,Home,1.3596414036987807,0,Can Pay
C5239,0,13,94386,Salaried,11,14220,41444,317,0,3,8,717436,36,Personal,0.361799183965607,0,Can Pay
C5240,1,0,133728,Business,19,24694,77621,707,0,5,5,1812811,48,Personal,0.4670741791796283,0,Can Pay
C5241,0,3,147783,Business,17,16221,23211,710,0,0,3,2480639,24,Personal,0.8091658603041847,0,Can Pay
C5242,1,7,40801,Salaried,15,39849,27669,424,0,5,4,83382,36,Auto,1.0334346380399173,1,Can't Pay
C5243,0,14,105709,Self-employed,2,2371,59711,619,0,1,7,737290,36,Personal,0.2161715443129513,0,Can Pay
C5244,0,9,68270,Salaried,8,37784,75047,452,0,5,3,1570457,180,Home,0.6812474163045424,1,Can't Pay
C5245,1,4,70535,Self-employed,6,39070,60480,319,0,5,3,309909,60,Personal,0.6271375912667471,1,Can't Pay
C5246,0,12,31220,Self-employed,18,39150,38453,546,0,4,6,2023103,60,Auto,2.3340289344437326,1,Can't Pay
C5247,0,8,28392,Salaried,4,45375,38452,689,0,0,5,1798382,120,Home,2.126004390908237,0,Can Pay
C5248,1,10,148318,Salaried,18,44220,52769,646,0,2,0,2536402,48,Home,0.6544162430273692,0,Can Pay
C5249,1,10,35010,Business,9,22836,13532,775,0,3,8,1403825,24,Home,2.3230136627630205,0,Can Pay
C5250,0,5,141951,Business,19,27161,17891,502,0,4,4,573808,60,Personal,0.2587122786501445,0,Can Pay
C5251,0,0,83358,Salaried,11,21180,68246,308,0,0,9,225049,12,Auto,0.4790671961099514,0,Can Pay
C5252,0,5,163306,Salaried,7,15865,38501,830,0,4,1,748092,36,Home,0.2243967357802734,0,Can Pay
C5253,1,5,111190,Business,2,18825,6496,402,0,2,4,55634,12,Home,0.2110006895104476,0,Can Pay
C5254,0,12,130795,Salaried,18,27275,20154,545,1,5,7,2435538,36,Home,0.7257833505358258,1,Can't Pay
C5255,1,5,195523,Salaried,10,1017,63475,618,1,3,5,1933497,12,Auto,0.829272003805179,1,Can't Pay
C5256,1,7,137790,Salaried,7,20885,10450,650,0,2,7,2793226,36,Personal,0.7146716823507592,0,Can Pay
C5257,0,14,140223,Business,12,35815,42403,533,0,3,4,1617413,60,Personal,0.4476575407267947,0,Can Pay
C5258,0,5,90205,Salaried,9,46260,51791,336,0,4,3,2416344,12,Auto,2.745102821351366,1,Can't Pay
C5259,0,4,167856,Salaried,17,10260,32289,644,0,5,9,2120041,48,Personal,0.3242512679518953,0,Can Pay
C5260,0,14,175744,Salaried,11,46662,60679,591,0,5,2,2239980,48,Home,0.5310465791150765,1,Can't Pay
C5261,1,10,16082,Business,6,11857,28109,316,0,0,1,2778457,24,Personal,7.935955830535174,1,Can't Pay
C5262,0,1,157220,Self-employed,10,37018,48439,389,0,3,8,116458,24,Personal,0.2663173684433702,0,Can Pay
C5263,0,3,173566,Self-employed,9,29230,29415,647,0,2,0,2962190,180,Home,0.2632232759360192,0,Can Pay
C5264,1,13,90093,Salaried,2,24769,15181,743,0,3,9,2003900,120,Auto,0.4602817828984124,0,Can Pay
C5265,0,14,66952,Business,6,40159,75246,552,0,4,1,2438625,24,Personal,2.117462883857092,1,Can't Pay
C5266,1,9,51719,Self-employed,3,35214,33395,483,0,5,5,1094689,12,Personal,2.444712452548064,1,Can't Pay
C5267,0,4,63737,Self-employed,7,32492,39209,589,0,4,5,1793189,36,Personal,1.2912877222893384,1,Can't Pay
C5268,1,9,122271,Business,7,23507,40158,514,1,4,0,2908640,120,Auto,0.3904905224187802,1,Can't Pay
C5269,1,3,185608,Salaried,5,43479,71920,457,0,0,7,1437568,24,Personal,0.5569677312759507,1,Can't Pay
C5270,1,1,196676,Self-employed,12,22679,23540,692,0,4,3,1567016,60,Personal,0.248103140867891,0,Can Pay
C5271,1,6,196905,Business,11,44887,9396,319,0,0,6,1979988,48,Auto,0.437453340443361,0,Can Pay
C5272,0,9,160111,Self-employed,2,3687,6391,770,0,1,9,908667,48,Auto,0.1412617652753402,0,Can Pay
C5273,0,9,82839,Salaried,5,49135,61574,730,0,3,8,2185275,60,Home,1.0328015789664289,0,Can Pay
C5274,1,1,62931,Salaried,18,7864,21652,367,0,5,1,1635047,48,Personal,0.6662452394951084,1,Can't Pay
C5275,1,0,54925,Self-employed,10,6127,14716,376,0,5,6,313608,12,Personal,0.5873645880746472,1,Can't Pay
C5276,0,13,197075,Salaried,3,29473,20568,401,1,2,0,2273224,180,Personal,0.2136345159062398,1,Can't Pay
C5277,0,4,194969,Salaried,14,49704,13669,506,1,5,2,1723202,60,Home,0.4022384755183302,1,Can't Pay
C5278,0,11,102745,Business,1,13834,74807,512,0,0,3,905558,180,Personal,0.1836087184561563,1,Can't Pay
C5279,0,12,141298,Salaried,14,8921,54390,378,1,5,2,1949539,12,Personal,1.21291584688625,1,Can't Pay
C5280,0,0,108709,Salaried,16,28573,28386,412,0,0,7,1514683,120,Personal,0.3789507615131529,0,Can Pay
C5281,1,0,57287,Self-employed,1,37876,29152,432,0,5,6,1008952,180,Auto,0.7590079579815472,1,Can't Pay
C5282,0,14,179084,Salaried,6,4266,19434,496,0,2,2,2646039,48,Home,0.3316422042170154,0,Can Pay
C5283,0,0,122252,Salaried,15,37713,34000,324,0,3,6,496205,60,Home,0.3761335874532386,0,Can Pay
C5284,1,5,187855,Salaried,4,8985,32973,771,0,4,1,575714,60,Personal,0.0989073132646633,0,Can Pay
C5285,1,8,124323,Salaried,15,22068,42861,842,1,3,2,491588,120,Auto,0.2104563650062069,0,Can Pay
C5286,1,9,192563,Salaried,18,24700,11438,589,0,0,6,508210,120,Home,0.1502629442485489,0,Can Pay
C5287,1,12,27803,Salaried,1,8366,17729,555,1,4,9,2836879,120,Personal,1.1511944154707523,1,Can't Pay
C5288,0,10,195697,Salaried,14,35319,31407,505,0,1,4,2853498,60,Auto,0.4234980607776307,0,Can Pay
C5289,1,11,133819,Salaried,3,3848,47711,774,0,2,8,720507,48,Personal,0.1409258961731891,0,Can Pay
C5290,1,0,108361,Salaried,1,30472,60850,367,0,3,7,2323944,48,Home,0.7280063860614059,1,Can't Pay
C5291,0,4,28698,Business,9,3456,78895,514,1,4,5,2156384,48,Home,1.685854995702372,1,Can't Pay
C5292,1,14,180632,Salaried,4,19142,19172,721,0,2,3,2174440,24,Personal,0.6075538479708283,0,Can Pay
C5293,1,8,30376,Self-employed,17,12031,74078,838,0,3,2,2494130,24,Personal,3.8172597884294617,0,Can Pay
C5294,0,13,28117,Salaried,3,20139,20529,761,0,0,5,1606666,180,Auto,1.033713490849743,0,Can Pay
C5295,0,8,184028,Self-employed,0,20026,78590,754,0,0,8,136977,36,Personal,0.1294961455140884,0,Can Pay
C5296,0,0,63786,Self-employed,17,40887,45281,600,0,0,4,527967,180,Home,0.6869869563854137,0,Can Pay
C5297,0,7,128005,Salaried,19,28777,78805,587,0,1,6,1260676,60,Home,0.3889556397536554,0,Can Pay
C5298,0,0,81480,Salaried,5,42930,71644,301,0,5,6,2872605,180,Personal,0.7227407543773523,1,Can't Pay
C5299,1,14,177767,Salaried,19,1660,63235,319,0,0,6,954666,48,Personal,0.1212197708236061,0,Can Pay
C5300,0,7,147583,Self-employed,19,27151,71760,776,0,0,8,2053596,60,Personal,0.4158852984422325,0,Can Pay
C5301,1,0,68233,Salaried,13,24613,17876,790,0,5,1,214021,120,Personal,0.3868583871929028,0,Can Pay
C5302,1,11,126022,Business,9,29066,61680,556,1,0,7,659449,12,Auto,0.6667096485798777,1,Can't Pay
C5303,1,4,168574,Salaried,17,13208,20097,752,0,4,1,456797,12,Auto,0.3041656285469091,0,Can Pay
C5304,1,7,196082,Salaried,8,43484,79292,737,0,2,0,599840,48,Personal,0.2854962039690877,0,Can Pay
C5305,0,5,107529,Salaried,11,45777,7859,697,0,1,9,830594,24,Personal,0.7475665479390057,0,Can Pay
C5306,0,8,192561,Business,9,19960,29877,452,1,3,5,1837301,180,Personal,0.1566632276409957,1,Can't Pay
C5307,1,0,115919,Salaried,18,30702,19628,521,0,5,1,368435,36,Personal,0.3531457789970199,0,Can Pay
C5308,1,8,98533,Self-employed,5,22842,13300,735,0,5,4,2508908,180,Home,0.3732797923312776,0,Can Pay
C5309,1,0,178021,Salaried,13,11727,7412,435,1,5,0,2816702,24,Personal,0.7251368284266089,1,Can't Pay
C5310,0,9,84407,Salaried,7,46689,8338,827,0,1,6,1238219,60,Auto,0.7976350697611968,0,Can Pay
C5311,1,9,88809,Self-employed,13,32389,64484,578,0,2,0,2361999,24,Personal,1.47288703847583,1,Can't Pay
C5312,0,2,32229,Business,10,26804,10804,784,0,0,7,2471526,48,Auto,2.429306680318968,0,Can Pay
C5313,1,0,173457,Salaried,15,13021,58675,845,0,5,4,2375270,120,Personal,0.1891818529472242,0,Can Pay
C5314,1,2,57176,Salaried,19,44001,17392,544,0,0,4,1881415,120,Home,1.0437851254605663,1,Can't Pay
C5315,0,11,109825,Self-employed,5,19092,25029,317,0,3,2,2848351,24,Auto,1.254480233705137,1,Can't Pay
C5316,1,10,149332,Salaried,14,28915,70263,442,0,5,1,2876795,12,Personal,1.798997647300422,1,Can't Pay
C5317,0,12,112555,Self-employed,14,45368,32097,800,0,1,5,2921867,48,Home,0.9438961322612648,0,Can Pay
C5318,0,1,18145,Salaried,13,10501,67524,826,0,1,3,2466704,180,Home,1.3339714032025964,0,Can Pay
C5319,1,1,112289,Salaried,11,41190,21395,392,0,3,9,1039074,48,Personal,0.5596040128596745,1,Can't Pay
C5320,1,8,153874,Self-employed,1,15739,27993,682,0,1,3,205308,180,Personal,0.1096975447444012,0,Can Pay
C5321,1,7,17263,Salaried,7,43653,67088,578,0,1,5,2652081,48,Personal,5.729287348664775,1,Can't Pay
C5322,1,0,172985,Business,18,7476,65610,748,0,1,1,2027472,24,Personal,0.5315721016273087,0,Can Pay
C5323,0,11,72788,Self-employed,13,7931,22258,587,0,5,1,1944486,12,Home,2.3351582678463485,1,Can't Pay
C5324,1,13,154227,Self-employed,4,13699,12303,775,0,3,9,2447784,24,Personal,0.7501280579924398,0,Can Pay
C5325,1,3,146994,Salaried,8,2804,75186,470,1,5,9,979758,60,Auto,0.1301638162101854,1,Can't Pay
C5326,0,12,166744,Business,12,48904,17177,824,0,3,3,381607,120,Home,0.3123594152313326,0,Can Pay
C5327,1,0,184598,Self-employed,8,49993,18747,671,0,2,5,2765017,36,Personal,0.6868927495302104,0,Can Pay
C5328,0,0,60344,Salaried,13,38343,26823,692,0,1,1,2673937,36,Personal,1.866283769352012,0,Can Pay
